824829	290247

846931	261582

837637	269109

837861	269342

833394	262056

824369	291462

847833	242054

848544	241042

846461	244762

847623	242449

846359	244232

866363	245734

852567	239665

846065	248644

842796	230374

848260	241282

845900	244000

828802	291341

835227	306831

846072	245904

868586	233614

835896	304808

835312	305529

875233	265520

831150	293646

831078	291328

848342	246746

849495	253104

846589	237467

846727	237010

881213	257182

824044	293303

866608	257386

842562	243227

824605	296400

836369	270463

840010	266469

836000	259800

855498	261196

848360	256939

843946	226392

857405	237355

831685	292870

857300	258400

842313	248301

842081	248483

851189	240570

827202	292754

842787	248047

873095	244589

880880	257210

857335	258314

844546	244750

842654	248411

836513	285554

838380	262185

834504	306322

855921	260860

867240	262070

837094	286541

848367	253976

847949	236153

855633	256039

836213	274126

854264	256759

850449	248045

855310	257050

871678	265180

852479	239368

863491	230466

834772	305422

834470	305491

841668	243177

832742	270764

845950	243270

830795	301277

840250	255150

835458	278215

864359	254345

852782	239432

859062	246554

852500	247800

869390	264265

836012	259817

851392	241909

854769	253744

850597	259085

850834	258814

855540	253216

855613	253126

859847	245599

842950	263992

853046	232109

855325	245812

833533	277073

859742	245604

859744	245566

859842	245566

859998	245585

856151	241862

845720	240504

845690	240503

839855	254682

839856	254683

835479	274154

846481	244668

833732	294084

831037	291912

828858	293700

827970	290124

838735	256050

829302	290171

823728	292114

838744	256153

843853	234608

827833	292760

833796	296355

859300	246660

846389	245000

846425	245072

845882	248628

845930	248948

847414	244065

846249	244979

846395	244927

847178	244173

844476	249878

846173	244774

873354	268423

837078	262453

844364	250161

830256	291989

868563	233656

829488	291324

830111	293656

836592	262268

859617	261140

829554	294344

833550	294509

831376	291970

824941	296264

830115	294332

844650	248752

829675	294796

831056	296892

833792	292542

833702	295877

842615	248160

833008	296025

847781	250991

829117	271902

837189	270952

861735	246801

834365	296273

840542	256077

852454	224109

841609	252349

863343	239833

864976	233646

828810	273217

837859	269340

832746	260689

866190	246384

866393	246178

825300	296160

831647	294812

832694	294079

824025	293859

826046	291333

824916	294403

833490	281610

842349	265964

837441	269222

842351	248422

845987	243569

852706	230140

847027	242925

847187	244168

846777	243048

846872	243001

847251	242786

866120	246324

846057	243653

848045	241576

866438	246070

846425	244378

847427	244059

847904	241828

846451	244730

847653	242301

845911	244002

866157	246399

847796	242029

848200	241314

847527	242585

847936	241772

830822	294297

842369	229265

847683	242482

829486	293678

846216	244585

832084	294266

842255	230635

828925	294368

842804	230373

830960	297243

832111	293589

842907	243969

830146	292896

845184	246091

834347	264048

832254	260996

827703	295349

824784	293686

845551	238806

831091	294726

841416	253675

845605	244289

847040	229485

831066	297716

831138	298118

842977	244203

852001	261281

842462	258793

847904	242561

840960	242925

841300	266500

841989	265420

851996	246387

847649	230932

825729	283041

867658	262918

853504	245498

833297	264935

846173	244780

824970	294249

843508	245023

831746	274903

875893	265695

841817	248666

875400	265700

875829	265707

876349	265740

822968	291453

824005	291454

845132	250538

844599	249952

823125	294556

841384	248301

824350	299278

844420	249698

841839	248368

844431	250152

844441	249829

823213	291464

844735	232017

822860	291513

875890	265716

866632	245877

840300	250747

825921	287521

830736	263218

846477	242205

844250	248763

844161	248420

831440	294284

849731	261655

830256	291306

845558	249383

825200	292987

824912	289273

824427	291542

872973	268071

824783	291452

875824	265751

829410	277486

849969	259862

857370	258345

837958	268921

830940	262900

824683	289979

826200	280756

831521	266400

861962	221036

831540	266529

828901	273071

825435	283013

843402	231988

830559	300821

829959	285457

826938	284837

829188	264648

841475	248262

863712	230770

845860	236625

859195	261208

841644	247983

841350	247891

841568	248381

841626	248011

841175	247875

841715	248286

841200	247781

841557	247831

864121	230836

841645	247807

841552	247756

841158	247617

842007	247453

841736	247473

841284	248177

841235	248354

882400	260200

841645	247807

854054	223600

827557	279202

825475	283795

831312	263741

830693	263389

847117	247102

844535	249061

852034	246213

831219	266894

831492	267488

831356	267296

831185	267726

844655	249290

845024	248812

831126	268112

853589	246329

845388	248994

845689	248648

845679	248824

852178	246829

844943	249033

844603	250112

848814	246495

845097	248504

841476	247974

844840	251378

844966	249762

844840	249099

845342	248726

841625	246875

841412	246716

845075	250995

852737	246090

830953	268745

831473	268781

841182	247547

848590	246664

844424	249302

844585	251243

841787	247832

844811	249386

850620	247057

850829	246368

854126	245931

841334	246946

841232	247228

841183	247937

844603	250727

840980	246990

849257	246505

853433	246767

850874	246317

851777	246882

852700	246000

850987	246902

842070	247439

845059	250331

841416	247208

850884	247342

844566	249954

845119	250739

854149	246324

850448	246434

845735	243810

844593	250996

841052	246844

849921	246545

855474	246721

846549	243224

848090	241519

850003	246909

844737	248918

835316	277554

847579	247328

848446	241062

864443	264856

834366	276837

841573	247756

854032	254188

841771	247488

854002	253761

847453	242653

852429	246134

841733	247627

844823	250801

841383	247533

852392	230001

851662	246224

823781	291315

853263	246575

847774	242072

848769	246685

844439	249889

854156	255178

831473	268781

847117	242828

851679	246310

846409	244304

863877	264924

841779	247633

829702	301957

847592	231145

844763	248922

845596	236029

863833	231123

864098	264774

851625	247009

823744	291344

848620	246492

845600	236000

826640	286980

864184	230679

862218	231270

876134	254253

845941	244129

874198	250672

845884	243812

850887	246368

844080	249491

863417	239853

843760	249503

844180	244560

826000	287320

853546	254267

826199	287415

830285	308620

864294	265297

841343	247076

843877	249233

841740	247781

846230	245843

841093	247557

844631	244773

847012	242934

868572	233458

846107	245813

846253	245044

864727	230568

846431	242281

853299	255415

859600	261182

869746	254829

826172	287194

827050	287185

882367	259545

835655	277312

833374	264928

834500	269873

824026	290479

831662	277354

844638	244864

826572	287400

826256	287505

827242	273347

827554	283132

827255	282711

847658	229267

833970	269270

845300	238500

868671	233212

845389	245638

826159	287224

841700	247000

841550	247814

876069	255022

852158	259255

827630	278857

846258	242504

844700	235340

834433	269767

828235	284111

842653	228987

846477	242194

845550	245530

846317	242801

847524	243375

865208	266143

837617	259395

852135	253385

844297	244661

850141	251487

863377	229404

823376	290353

823472	291875

853134	239176

830773	283785

847253	229805

847234	257846

844029	240515

832266	260141

833489	281610

826556	277814

845193	249311

844542	249494

845265	249295

844977	249459

845081	249921

844843	251110

834464	277111

826591	278329

851330	246847

844923	249956

844700	250400

823600	291600

826600	277300

844414	249712

871601	237848

873907	249274

829339	300349

844468	249937

855817	231994

852773	230198

845322	232456

856076	232121

823954	291435

863199	252696

833538	278951

827836	277629

848901	237378

843027	244054

853370	229497

828713	280447

826739	278849

827116	278803

827155	277745

823954	291446

871817	238227

827448	279046

824220	298817

824219	298809

827232	279227

869749	255522

827197	278968

834797	277432

869655	254901

831840	282971

873843	248834

844867	252907

833538	278951

830954	279436

827804	278714

833723	284332
